folder,filename,size.width,size.height,size.depth,object.name,object.difficult,object.occluded,object.pose,object.truncated,object.bndbox.xmin,object.bndbox.xmax,object.bndbox.ymin,object.bndbox.ymax
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,62,75,117,130
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,19,35,115,130
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,174.34,195.12,110.62,132.02
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,48,59,104,116
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,135,157,98.4,121.63
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,25,42,83,101
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,107,123,89,106
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,80,95,89,106
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,194,209,92,105
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,155.09,164,89,102.68
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,165,179,73,89
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,199,214,71,86
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,55,68,70,87
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,215,224,66,78
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,81,94,65,78
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,129,142,64,78
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,149,163,51,64
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,190,203,48,61
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,3,15,45,58
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,105,116,41,52
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,27,37.74,41.56,54
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,171,185,34,46
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,53,65,31.48,45
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,126,139,29,44
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,76,87,28,43
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,161,173,25,36
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,212,224,43.7,58
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,38.35,52.1,20.17,33.31
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,184.12,197,14.97,28
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,140,153,14,25
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,22,33,12,26
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,159,173,5,14
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,5,18,4,18
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,14,29,128,143
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,103,119,170,182
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,51,64,48.28,61
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,37.13,51.49,43,58.98
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,184,195,89,99
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,0,7,95.31,109.31
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,43,59,0,7
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,0,9,174,190
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,124,138,178,198
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,214,224,133,148
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,1,150,164,218,224
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,111,124,14,28
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,15,28,71,85
Annotations_2,Image_7.png,224,224,1,cell,0,0,Unspecified,0,196,215,114,128
