folder,filename,size.width,size.height,size.depth,object.name,object.difficult,object.occluded,object.pose,object.truncated,object.bndbox.xmin,object.bndbox.xmax,object.bndbox.ymin,object.bndbox.ymax
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,165.49,178,75,94.77
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,0,7.18,70.64,86.64
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,203,214,69,83
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,13,29,65,79
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,140.72,155,54.21,70
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,66,78,64,84
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,181,194,57,71
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,112,129,58,69
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,81,92,52,68
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,48,63,49,70
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,163,179,45,56
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,31.59,47.03,45,56
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,9,21,34,51
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,71,88,33,47
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,23,38,28,41
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,182.72,195,22.97,39
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,209,224,20.46,41
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,104,118,23,42
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,0,13,24,34
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,54,64,23,36
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,158,177,21,40
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,42,51,20,40
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,137,149,17,31.23
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,59,84,13,25
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,25,40,10,21
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,120,134,9,20
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,198.87,217,6,22.62
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,154,168.72,3,14
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,79,91,0,15
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,35,53,0,8
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,12,24,0,13
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,1,7,0,10
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,208.92,224,198.87,223.28
Annotations,Image_2.png,224,224,3,cell,0,0,Unspecified,0,123.85,139.64,111.64,124.56
