folder,filename,size.width,size.height,size.depth,object.name,object.difficult,object.occluded,object.pose,object.truncated,object.bndbox.xmin,object.bndbox.xmax,object.bndbox.ymin,object.bndbox.ymax
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,87,97,165,179
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,206,213,164,170
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,32,45,164,209
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,174,192,163,174
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,127,140,162,184
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,79,90,163,173
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,193,203,161,169
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,6,17,160,173
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,216,224,159,169
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,106,118,159,167
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,146,156,156,168
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,88,101,154,163
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,23,31,154,165
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,119,126,152,169
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,72,81,150,160
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,169,185,150,162
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,124,131,149,160
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,153,170,147,164
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,34,45,146,157
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,52,73,145,152
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,90,99,143,152
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,21,32,141,151
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,0,11,141,150
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,203,212,139,149
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,109,120,139,150
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,164,175,136,149
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,12,18,136,151
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,53,70,135,142
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,0,7,133,140
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,15,28,132,140
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,129,143,128,149
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,130,140,131,145
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,204,217,126,140
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,185,191,126,133
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,76,90,122,137
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,98,122,121,151
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,123,130,118,127
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,85,96,115,129
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,31,68,115,140
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,51,58,124,130
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,99,105,114,127
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,25,35,111,128
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,34,48,109,128
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,0,7,108,123
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,54,73,107,119
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,197,215,103,120
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,155,168,103,117
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,101,114,102,115
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,80,93,102,112
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,141,147,99,119
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,62,76,99,109
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,34,54,97,105
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,179,196,92,105
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,109,121,91,106
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,110,120,98,105
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,204,219,89,99
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,163,181,90,99
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,141,162,88,100
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,93,102,88,96
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,72,87,88,98
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,49,64,85,96
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,120,131,83,93
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,11,19,83,98
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,198,211,79,88
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,18,25,77,84
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,139,154,76,87
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,112,123,73,88
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,89,96,72,83
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,48,58,70,83
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,30,41,71,84
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,167,179,69,81
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,122,140,69,80
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,0,7,68,81
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,94,111,67,88
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,66,86,65,82
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,69,79,67,79
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,13,26,63,79
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,147,171,61,70
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,103,121,59,71
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,4,15,59,72
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,124,149,58,69
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,128,145,53,59
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,36,64,50,70
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,81,94,50,57
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,11,20,49,58
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,153,171,51,60
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,176,186,47,62
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,25,35,47,64
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,215,224,45,64
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,104,122,45,57
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,34,42,45,53
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,171,179,43,50
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,44,59,39,51
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,152,165,38,47
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,207,216,36,48
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,193,200,36,49
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,171,184,35,42
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,32,42,36,43
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,81,92,34,43
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,123,129,30,43
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,14,24,30,44
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,64,77,29,42
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,155,166,27,37
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,26,36,25,35
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,119,125,24,38
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,165,178,23,33
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,214,224,21,33
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,43,54,21,36
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,179,192,19,30
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,7,15,19,25
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,79,96,18,29
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,59,76,18,34
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,197,208,17,28
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,142,154,15,28
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,18,30,13,27
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,182,189,11,17
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,210,224,10,17
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,93,106,6,15
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,194,209,3,15
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,140,146,3,15
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,57,75,2,16
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,66,73,4,14
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,187,194,0,6
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,159,166,0,6
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,145,175,0,20
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,118,136,0,21
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,110,122,0,10
Annotations,Image_20.png,224,224,3,cell,0,0,Unspecified,0,81,88,0,8
